MGI:101922	Tnc	MGI:2148541	Tnc<tm1Fas>	MGI:2148541	Tnc<tm1Fas>	involves: 129/Sv # 129S2/SvPas 	no obvious phenotype: no defect detected	33828	TAS		
MGI:98834	Trp53	MGI:1857263	Trp53<tm1Tyj>	MGI:1857263	Trp53<tm1Tyj>	includes: 129S2/SvPas # C57BL/6	tumors: increased incidence	17728	TAS
MGI:98834	Trp53	MGI:1857263	Trp53<tm1Tyj>	MGI:1857589	Trp53<+>	includes: 129S2/SvPas # C57BL/6	tumors: increased incidence	17728	TAS
MGI:98834	Trp53	MGI:1927802	Trp53<tm1Wahl>	MGI:1927802	Trp53<tm1Wahl>	Not Specified	tumors: increased incidence	64367	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	survival: perinatal lethality	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	skeletal: extremities defects	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	skeletal: craniofacial defects	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	extremities: limb dysmorphology	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	eye: dysmorphology	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	vibrissae: shape/orientation defects	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	coat: hair follicle structure/orientation anomalies	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	teeth: tooth dysmorphology	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	skin: texture/condition anomalies	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	endocrine glands: dysmorphology	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	digestive system: dysmorphology	54637	TAS
MGI:1330810	Trp63	MGI:1934269	Trp63<tm1Fmc>	MGI:1934269	Trp63<tm1Fmc>	includes: 129S4/SvJae	reproductive system: dysmorphology	54637	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	growth/weight abnormality: postnatal	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	survival: postnatal lethality	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	digestive system: dysmorphology	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	respiratory system: respiratory distress or failure/functional anomalies	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	eye: dysmorphology	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	central nervous system: brain dysmorphology	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	reproductive system: fertility/fecundity anomalies	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	neurological/behavioral: aggression	60896	TAS
MGI:1336991	Trp73	MGI:1859911	Trp73<tm1Fmc>	MGI:1859911	Trp73<tm1Fmc>	includes: 129S4/SvJae	tumors: no increased incidence	60896	TAS
MGI:102548	Tsc2	MGI:1857938	Tsc2<tm1Djk>	MGI:1857938	Tsc2<tm1Djk>	either: (involves: 129S4/SvJae # BALB/cJ) or (involves: 129S4/SvJae # C57BL/6J) or (involves: 129S4/SvJae # Black Swiss)	survival: embryonic lethality	57631	TAS
MGI:102548	Tsc2	MGI:1857938	Tsc2<tm1Djk>	MGI:1857938	Tsc2<tm1Djk>	either: (involves: 129S4/SvJae # BALB/cJ) or (involves: 129S4/SvJae # C57BL/6J) or (involves: 129S4/SvJae # Black Swiss)	liver/hepatic system: dysmorphology	57631	TAS
MGI:102548	Tsc2	MGI:1857938	Tsc2<tm1Djk>	MGI:2154476	Tsc2<+>	either: (involves: 129S4/SvJae # BALB/cJ) or (involves: 129S4/SvJae # C57BL/6J) or (involves: 129S4/SvJae # Black Swiss)	tumors: increased incidence	57631	TAS
MGI:102548	Tsc2	MGI:1926345	Tsc2<tm1Tno>	MGI:1926345	Tsc2<tm1Tno>	includes: 129S4/SvJae # C57BL/6J	survival: embryonic lethality	52464	TAS
MGI:102548	Tsc2	MGI:1926345	Tsc2<tm1Tno>	MGI:1926345	Tsc2<tm1Tno>	includes: 129S4/SvJae # C57BL/6J	central nervous system: neural tube defects	52464	TAS
MGI:102548	Tsc2	MGI:1926345	Tsc2<tm1Tno>	MGI:1926345	Tsc2<tm1Tno>	includes: 129S4/SvJae # C57BL/6J	growth/weight abnormality: embryonic	52464	TAS
MGI:102548	Tsc2	MGI:1926345	Tsc2<tm1Tno>	MGI:1926345	Tsc2<tm1Tno>	includes: 129S4/SvJae # C57BL/6J	heart/cardiovascular system: dysmorphology	52464	TAS
MGI:102548	Tsc2	MGI:1926345	Tsc2<tm1Tno>	MGI:2154476	Tsc2<+>	includes: 129S4/SvJae # C57BL/6J	tumors: increased incidence	52464	TAS
MGI:1354168	Ttpa	MGI:1932559	Ttpa<tm1Far>	MGI:1932559	Ttpa<tm1Far>	includes: 129S4/SvJae # C57BL/6J	metabolism: other metabolic defect measured by clinical chemistry	66419	TAS
MGI:1354168	Ttpa	MGI:1932559	Ttpa<tm1Far>	MGI:1932559	Ttpa<tm1Far>	includes: 129S4/SvJae # C57BL/6J	reproductive system: fertility/fecundity anomalies	66419	TAS
MGI:1354168	Ttpa	MGI:1932559	Ttpa<tm1Far>	MGI:2154478	Ttpa<+>	includes: 129S4/SvJae # C57BL/6J	metabolism: other metabolic defect measured by clinical chemistry	66419	TAS
MGI:98868	tub	MGI:1861349	tub	MGI:1861349	tub	C57BL/6J-tub/+	growth/weight abnormality: postnatal	32415	TAS
MGI:98868	tub	MGI:1861349	tub	MGI:1861349	tub	C57BL/6J-tub/+	eye: dysmorphology	32415	TAS
MGI:98868	tub	MGI:1861349	tub	MGI:1861349	tub	C57BL/6J-tub/+	metabolism: other metabolic defect	32415	TAS
MGI:98868	tub	MGI:1861349	tub	MGI:1861349	tub	C57BL/6J-tub/+	metabolism: abnormal lipid homeostasis	32415	TAS
MGI:98868	tub	MGI:1861349	tub	MGI:1861349	tub	C57BL/6J-tub/+	ears: auditory defects/deafness	32415	TAS
MGI:98868	tub	MGI:1861349	tub	MGI:1861349	tub	C57BL/6J-tub/+	ears: dysmorphology	32415	TAS
MGI:98868	tub	MGI:1857081	tub<tm1Rok>	MGI:1857081	tub<tm1Rok>	includes: C57BL/6J-Hprt<b-m3>	growth/weight abnormality: postnatal	59994	TAS
MGI:98868	tub	MGI:1857081	tub<tm1Rok>	MGI:1857081	tub<tm1Rok>	includes: C57BL/6J-Hprt<b-m3>	eye: dysmorphology	59994	TAS
MGI:98868	tub	MGI:1857081	tub<tm1Rok>	MGI:1857081	tub<tm1Rok>	includes: C57BL/6J-Hprt<b-m3>	metabolism: other metabolic defect	59994	TAS
MGI:98868	tub	MGI:1857081	tub<tm1Rok>	MGI:1857081	tub<tm1Rok>	includes: C57BL/6J-Hprt<b-m3>	metabolism: abnormal lipid homeostasis	59994	TAS
MGI:98868	tub	MGI:1857081	tub<tm1Rok>	MGI:1857081	tub<tm1Rok>	includes: C57BL/6J-Hprt<b-m3>	ears: auditory defects/deafness	59994	TAS
MGI:98868	tub	MGI:1857081	tub<tm1Rok>	MGI:1857081	tub<tm1Rok>	includes: C57BL/6J-Hprt<b-m3>	ears: dysmorphology	59994	TAS
MGI:1355274	Uchl3	MGI:1930988	Uchl3<tm1Tilg>	MGI:1930988	Uchl3<tm1Tilg>	includes: 129S1/Sv-p<+> Tyr-c<+> Kitl<+> # C57BL/6	no obvious phenotype: no defect detected	61093	TAS
MGI:108013	Uncx4.1	MGI:1859373	Uncx4.1<tm1Akis>	MGI:1859373	Uncx4.1<tm1Akis>	includes: 129P2/OlaHsd # NMRI	survival: perinatal lethality	62022	TAS
MGI:108013	Uncx4.1	MGI:1859373	Uncx4.1<tm1Akis>	MGI:1859373	Uncx4.1<tm1Akis>	includes: 129P2/OlaHsd # NMRI	respiratory system: respiratory distress or failure/functional anomalies	62022	TAS
MGI:108013	Uncx4.1	MGI:1859373	Uncx4.1<tm1Akis>	MGI:1859373	Uncx4.1<tm1Akis>	includes: 129P2/OlaHsd # NMRI	kidney/renal system: no defect detected	62022	TAS
MGI:108013	Uncx4.1	MGI:1859373	Uncx4.1<tm1Akis>	MGI:1859373	Uncx4.1<tm1Akis>	includes: 129P2/OlaHsd # NMRI	central nervous system: other dysmorphology	62022	TAS
MGI:108013	Uncx4.1	MGI:1859373	Uncx4.1<tm1Akis>	MGI:1859373	Uncx4.1<tm1Akis>	includes: 129P2/OlaHsd # NMRI	skeletal: axial defects	62022	TAS
MGI:108013	Uncx4.1	MGI:1928812	Uncx4.1<tm1Pgr>	MGI:1928812	Uncx4.1<tm1Pgr>	includes: NMRI	survival: perinatal lethality	62023	TAS
MGI:108013	Uncx4.1	MGI:1928812	Uncx4.1<tm1Pgr>	MGI:1928812	Uncx4.1<tm1Pgr>	includes: NMRI	central nervous system: no defect detected	62023	TAS
MGI:108013	Uncx4.1	MGI:1928812	Uncx4.1<tm1Pgr>	MGI:1928812	Uncx4.1<tm1Pgr>	includes: NMRI	kidney/renal system: no defect detected	62023	TAS
MGI:108013	Uncx4.1	MGI:1928812	Uncx4.1<tm1Pgr>	MGI:1928812	Uncx4.1<tm1Pgr>	includes: NMRI	central nervous system: other dysmorphology	62023	TAS
MGI:108013	Uncx4.1	MGI:1928812	Uncx4.1<tm1Pgr>	MGI:1928812	Uncx4.1<tm1Pgr>	includes: NMRI	skeletal: axial defects	62023	TAS
MGI:98927	Vcl	MGI:1857730	Vcl<tm1Eda>	MGI:1857730	Vcl<tm1Eda>	includes: 129S1/Sv # 129X1/SvJ # Black Swiss	survival: embryonic lethality	45781	TAS
MGI:98927	Vcl	MGI:1857730	Vcl<tm1Eda>	MGI:1857730	Vcl<tm1Eda>	includes: 129S1/Sv # 129X1/SvJ # Black Swiss	growth/weight abnormality: embryonic	45781	TAS
MGI:98927	Vcl	MGI:1857730	Vcl<tm1Eda>	MGI:1857730	Vcl<tm1Eda>	includes: 129S1/Sv # 129X1/SvJ # Black Swiss	central nervous system: neural tube defects	45781	TAS
MGI:98927	Vcl	MGI:1857730	Vcl<tm1Eda>	MGI:1857730	Vcl<tm1Eda>	includes: 129S1/Sv # 129X1/SvJ # Black Swiss	extremities: limb dysmorphology	45781	TAS
MGI:98927	Vcl	MGI:1857730	Vcl<tm1Eda>	MGI:1857730	Vcl<tm1Eda>	includes: 129S1/Sv # 129X1/SvJ # Black Swiss	heart/cardiovascular system: dysmorphology	45781	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	survival: postnatal lethality	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	reproductive system: fertility/fecundity anomalies	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	coat: hair growth defects	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	growth/weight abnormality: postnatal	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	vibrissae: shape/orientation defects	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	skeletal: craniofacial defects	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	skeletal: osteogenesis/developmental anomalies	42054	TAS
MGI:103076	Vdr	MGI:1859929	Vdr<tm1Ska>	MGI:1859929	Vdr<tm1Ska>	includes: C57BL/6 # CBA	reproductive system: dysmorphology	42054	TAS
MGI:103178	Vegf	MGI:1931041	Vegf<tm1Gne>	MGI:1931041	Vegf<tm1Gne>	involves: 129S2/SvPas # C57BL/6J	survival: embryonic lethality	32218	TAS
MGI:103178	Vegf	MGI:1931041	Vegf<tm1Gne>	MGI:1931041	Vegf<tm1Gne>	involves: 129S2/SvPas # C57BL/6J	skeletal: craniofacial defects	32218	TAS
MGI:103178	Vegf	MGI:1931041	Vegf<tm1Gne>	MGI:1931041	Vegf<tm1Gne>	involves: 129S2/SvPas # C57BL/6J	extremities: limb dysmorphology	32218	TAS
MGI:103178	Vegf	MGI:1931041	Vegf<tm1Gne>	MGI:1931041	Vegf<tm1Gne>	involves: 129S2/SvPas # C57BL/6J	central nervous system: brain dysmorphology	32218	TAS
MGI:103178	Vegf	MGI:1931041	Vegf<tm1Gne>	MGI:1931041	Vegf<tm1Gne>	involves: 129S2/SvPas # C57BL/6J	heart/cardiovascular system: dysmorphology	32218	TAS
MGI:103178	Vegf	MGI:1931041	Vegf<tm1Gne>	MGI:1931041	Vegf<tm1Gne>	involves: 129S2/SvPas # C57BL/6J	embryogenesis: extraembryonic tissue dysmorphology	32218	TAS
MGI:103223	Vhlh	MGI:2136646	Vhlh<tm1.1Jae>	MGI:2136646	Vhlh<tm1.1Jae>	involves: 129S4/SvJae # BALB/c	survival: embryonic lethality	67505	TAS
MGI:103223	Vhlh	MGI:2136646	Vhlh<tm1.1Jae>	MGI:2154489	Vhlh<+>	involves: 129S4/SvJae # BALB/c	liver/hepatic system: dysmorphology	67505	TAS
MGI:103223	Vhlh	MGI:2136646	Vhlh<tm1.1Jae>	MGI:2154489	Vhlh<+>	involves: 129S4/SvJae # BALB/c	heart/cardiovascular system: dysmorphology	67505	TAS
MGI:98934	vl	MGI:1857087	vl	MGI:1857087	vl	C3HeB/FeJ-vl	eye: corneal or lens defect	13464	TAS
MGI:98934	vl	MGI:1857087	vl	MGI:1857087	vl	C3HeB/FeJ-vl	central nervous system: neural tube defects	13464	TAS
MGI:1861989	Vng	MGI:1862013	Vng	MGI:2154497	Vng<+>	involves: BALB/c # C3HeN 	ears: dysmorphology	63816	TAS
MGI:98940	Vtn	MGI:1931522	Vtn<tm1Dgi>	MGI:1931522	Vtn<tm1Dgi>	involves: 129S2/SvPas # C57BL/6 # DBA2/J	no obvious phenotype: no defect detected	30296	TAS
MGI:1861986	Whto	MGI:1862008	Whto	MGI:2154498	Whto<+>	involves: BALB/c # C3HeN 	coat: color anomalies	63816	TAS
MGI:1861986	Whto	MGI:1862008	Whto	MGI:2154498	Whto<+>	involves: BALB/c # C3HeN 	extremities: digit dysmorphology	63816	TAS
MGI:98956	Wnt3a	MGI:1857088	Wnt3a<vt>	MGI:1857088	Wnt3a<vt>	STOCK Wnt3a<vt>	extremities: tail dysmorphology	64271	TAS
MGI:98956	Wnt3a	MGI:1857088	Wnt3a<vt>	MGI:1857088	Wnt3a<vt>	STOCK Wnt3a<vt>	skeletal: axial defects	64271	TAS
MGI:98956	Wnt3a	MGI:1857088	Wnt3a<vt>	MGI:1857088	Wnt3a<vt>	STOCK Wnt3a<vt>	embryogenesis: developmental patterning abnormalities	64271	TAS
MGI:98956	Wnt3a	MGI:1857088	Wnt3a<vt>	MGI:1857088	Wnt3a<vt>	STOCK Wnt3a<vt>	embryogenesis: embryonic tissue dysmorphology	64271	TAS
MGI:98961	Wnt7a	MGI:1857009	Wnt7a<px>	MGI:1857009	Wnt7a<px>	involves: STOCK Sox18<Ra>	reproductive system: fertility/fecundity anomalies	112	TAS
MGI:98961	Wnt7a	MGI:1857009	Wnt7a<px>	MGI:1857009	Wnt7a<px>	involves: STOCK Sox18<Ra>	extremities: limb dysmorphology	112	TAS
MGI:98961	Wnt7a	MGI:1857704	Wnt7a<tm1Amc>	MGI:1857704	Wnt7a<tm1Amc>	involves: 129S1/Sv-p<+> Tyr-c<+> Kitl<+>	reproductive system: fertility/fecundity anomalies	23922	TAS
MGI:98961	Wnt7a	MGI:1857704	Wnt7a<tm1Amc>	MGI:1857704	Wnt7a<tm1Amc>	involves: 129S1/Sv-p<+> Tyr-c<+> Kitl<+>	reproductive system: dysmorphology	23922	TAS
MGI:98961	Wnt7a	MGI:1857704	Wnt7a<tm1Amc>	MGI:1857704	Wnt7a<tm1Amc>	involves: 129S1/Sv-p<+> Tyr-c<+> Kitl<+>	extremities: limb dysmorphology	23922	TAS
MGI:98961	Wnt7a	MGI:1857704	Wnt7a<tm1Amc>	MGI:1857704	Wnt7a<tm1Amc>	involves: 129S1/Sv-p<+> Tyr-c<+> Kitl<+>	extremities: digit dysmorphology	23922	TAS
MGI:1333799	Xrcc4	MGI:1926771	Xrcc4<tm1Fwa>	MGI:1926771	Xrcc4<tm1Fwa>	involves: 129P2/OlaHsd # C57BL/6	survival: embryonic lethality	65218	TAS
MGI:1333799	Xrcc4	MGI:1926771	Xrcc4<tm1Fwa>	MGI:1926771	Xrcc4<tm1Fwa>	involves: 129P2/OlaHsd # C57BL/6	growth/weight abnormality: embryonic	65218	TAS
MGI:1333799	Xrcc4	MGI:1926771	Xrcc4<tm1Fwa>	MGI:1926771	Xrcc4<tm1Fwa>	involves: 129P2/OlaHsd # C57BL/6	immune system: other dysmorphology	65218	TAS
MGI:1333799	Xrcc4	MGI:1926771	Xrcc4<tm1Fwa>	MGI:1926771	Xrcc4<tm1Fwa>	involves: 129P2/OlaHsd # C57BL/6	central nervous system: brain dysmorphology	65218	TAS
MGI:99147	Yes	MGI:1857269	Yes<tm1Sor>	MGI:1857269	Yes<tm1Sor>	either: 129S7/SvEvBrd-Yes<tm1Sor> or (involves: 129S7/SvEvBrd # C57BL/6)	no obvious phenotype: no defect detected	20346	TAS
MGI:99147	Yes	MGI:1929675	Yes<tm2Sor>	MGI:1929675	Yes<tm2Sor>	either: 129S7/SvEvBrd-Yes<tm1Sor> or (involves: 129S7/SvEvBrd # C57BL/6)	no obvious phenotype: no defect detected	20346	TAS
MGI:99182	Zipro1	MGI:1926800	Zipro1<tm1Htz>	MGI:1926800	Zipro1<tm1Htz>	Not Specified	no obvious phenotype: no defect detected	56546	TAS
MGI:102634	Tg(AMY1C)1Mm	MGI:1889519	Tg(AMY1C)1Mm	MGI:1889519	Tg(AMY1C)1Mm	involves: C3H # C57BL/6J 	survival: embryonic lethality	16317	TAS
MGI:102634	Tg(AMY1C)1Mm	MGI:1889519	Tg(AMY1C)1Mm			involves: C3H # C57BL/6J 	neurological/behavioral: motor capabilities/coordination/movement anomalies	16317	TAS
MGI:102634	Tg(AMY1C)1Mm	MGI:1889519	Tg(AMY1C)1Mm			involves: C3H # C57BL/6J 	skeletal: craniofacial defects	16317	TAS
MGI:102634	Tg(AMY1C)1Mm	MGI:1889519	Tg(AMY1C)1Mm			involves: C3H # C57BL/6J 	ears: dysmorphology	16317	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	metabolism: abnormal lipid homeostasis	65036	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	skin: texture/condition anomalies	65036	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	coat: hair growth defects	65036	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	other aberrant phenotype	65036	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	liver/hepatic system: dysmorphology	65036	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	heart/cardiovascular system: dysmorphology	65036	TAS
MGI:1926370	Tg(APOC1)1Lmh	MGI:1926379	Tg(APOC1)1Lmh			C57BL/6-Tg(APOC1)1Lmh	immune system: other dysmorphology	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	metabolism: abnormal lipid homeostasis	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	skin: texture/condition anomalies	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	coat: hair growth defects	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	other aberrant phenotype	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	liver/hepatic system: dysmorphology	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	heart/cardiovascular system: dysmorphology	65036	TAS
MGI:1926371	Tg(APOC1)3Lmh	MGI:1926380	Tg(APOC1)3Lmh			C57BL/6-Tg(APOC1)3Lmh	immune system: other dysmorphology	65036	TAS
MGI:2152038	Tg(APP)109Ili	MGI:2151935	Tg(APP)109Ili			Not Specified	central nervous system: brain dysmorphology	23080	TAS
MGI:1926785	Tg(Av-E1A)901Gpd	MGI:1926807	Tg(Av-E1A)901Gpd			involves: C57BL/6 # SENCAR # SJL	coat: hair growth defects	65047	TAS
MGI:1926785	Tg(Av-E1A)901Gpd	MGI:1926807	Tg(Av-E1A)901Gpd			involves: C57BL/6 # SENCAR # SJL	coat: hair follicle structure/orientation anomalies	65047	TAS
MGI:1926785	Tg(Av-E1A)901Gpd	MGI:1926807	Tg(Av-E1A)901Gpd			involves: C57BL/6 # SENCAR # SJL	skin: texture/condition anomalies	65047	TAS
MGI:1926785	Tg(Av-E1A)901Gpd	MGI:1926807	Tg(Av-E1A)901Gpd			involves: C57BL/6 # SENCAR # SJL	tumors: no increased incidence	65047	TAS
MGI:1926787	Tg(Av-E1A)906Gpd	MGI:1926809	Tg(Av-E1A)906Gpd			involves: C57BL/6 # SENCAR # SJL	coat: hair growth defects	65047	TAS
MGI:1926787	Tg(Av-E1A)906Gpd	MGI:1926809	Tg(Av-E1A)906Gpd			involves: C57BL/6 # SENCAR # SJL	coat: hair follicle structure/orientation anomalies	65047	TAS
MGI:1926787	Tg(Av-E1A)906Gpd	MGI:1926809	Tg(Av-E1A)906Gpd			involves: C57BL/6 # SENCAR # SJL	skin: texture/condition anomalies	65047	TAS
MGI:1926787	Tg(Av-E1A)906Gpd	MGI:1926809	Tg(Av-E1A)906Gpd			involves: C57BL/6 # SENCAR # SJL	tumors: no increased incidence	65047	TAS
MGI:1891500	Tg(BCL2)1Tsk	MGI:1891501	Tg(BCL2)1Tsk			involves: FVB/N	coat: hair growth defects	64948	TAS
MGI:1891500	Tg(BCL2)1Tsk	MGI:1891501	Tg(BCL2)1Tsk			involves: FVB/N	skin: texture/condition anomalies	64948	TAS
MGI:1926288	Tg(BCL2L1)1Cbt	MGI:1926365	Tg(BCL2L1)1Cbt			Not Specified	skin: no defect detected	65152	TAS
MGI:1926296	Tg(BCL2L1)2Cbt	MGI:1926366	Tg(BCL2L1)2Cbt			Not Specified	skin: no defect detected	65152	TAS
MGI:1926613	Tg(Bdnf)1Kma	MGI:1926642	Tg(Bdnf)1Kma			involves: C3H # C57BL/6J 	skin: texture/condition anomalies	65153	TAS
MGI:1926613	Tg(Bdnf)1Kma	MGI:1926642	Tg(Bdnf)1Kma			involves: C3H # C57BL/6J 	peripheral nervous system: dysmorphology	65153	TAS
MGI:1891517	Tg(Bdnf)1Paus	MGI:1891518	Tg(Bdnf)1Paus			involves: FVB	peripheral nervous system: dysmorphology	53271	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	survival: embryonic lethality	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	survival: perinatal lethality	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	growth/weight abnormality: postnatal	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	skeletal: craniofacial defects	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	coat: hair growth defects	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	vibrissae: shape/orientation defects	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	coat: hair follicle structure/orientation anomalies	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	coat: color anomalies	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	skin: texture/condition anomalies	65030	TAS
MGI:1926306	Tg(BMP4)6Blh	MGI:1926357	Tg(BMP4)6Blh			involves: C57BL/6 # DBA/2	reproductive system: fertility/fecundity anomalies	65030	TAS
MGI:1096562	Tg(Cat)370Rpw	MGI:1927810	Tg(Cat)370Rpw			involves: FVB/N	extremities: tail dysmorphology	26246	TAS
MGI:1096562	Tg(Cat)370Rpw	MGI:1927810	Tg(Cat)370Rpw			involves: FVB/N	skeletal: axial defects	26246	TAS
MGI:1891519	Tg(CTNNB1)1Efu	MGI:1891520	Tg(CTNNB1)1Efu			involves: CD1	coat: hair follicle structure/orientation anomalies	51296	TAS
MGI:1891519	Tg(CTNNB1)1Efu	MGI:1891520	Tg(CTNNB1)1Efu			involves: CD1	skin: texture/condition anomalies	51296	TAS
MGI:1891519	Tg(CTNNB1)1Efu	MGI:1891520	Tg(CTNNB1)1Efu			involves: CD1	extremities: limb dysmorphology	51296	TAS
