MGI ID of Gene	Gene Symbol	MGI ID of Allele 1	Allele 1 Symbol	MGI ID of Allele 2	Allele 2 Symbol	Strain	PhenoSlim term	J: (without the J:)	Qualifying Evidence Code	Notes (optional)				survival: embryonic lethality
MGI:109563	Cmkar4	MGI:1934166	Cmkar4<tm1Qma>	MGI:1934166	Cmkar4<tm1Qma>	involves: 129X1/SvJ	hematology: hematopoietic anomalies	49070	IMP	
MGI:109563	Cmkar4	MGI:1934166	Cmkar4<tm1Qma>	MGI:1934166	Cmkar4<tm1Qma>	involves: 129X1/SvJ	central nervous system: brain dysmorphology	49070	IMP	pheno note
MGI:2153839	Hps3	MGI:1861609	Hps3<coa-6J>	MGI:1861609	Hps3<coa-6J>	C3H/HeJ	coat: color anomalies	63693	IMP	
MGI:2153839	Hps3	MGI:1861609	Hps3<coa-6J>	MGI:1861609	Hps3<coa-6J>	C3H/HeJ	hematology: abnormal blood coagulation	63693	IMP	
MGI:88442	Coc	MGI:1856596	Coc	MGI:1856596	Coc	Involves: 101 # C3H # C57BL/6	eye: corneal or lens defect	9528	IMP	strain note
MGI:88442	Coc	MGI:1856596	Coc	MGI:2158254	Coc<+>	Involves: 101 # C3H # C57BL/6	eye: corneal or lens defect	9528	IMP	
MGI:88489	Cr2	MGI:1932568	Cr2<tm1Hmo>	MGI:1932568	Cr2<tm1Hmo>	involves: 129S7/SvEvBrd	immune system: immunodeficiency	35112	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	Involves: C57BL/6 # CBA	survival: embryonic lethality	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	Involves: C57BL/6 # CBA	central nervous system: neural tube defects	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	Involves: C57BL/6 # CBA	hematology: abnormal red blood cell count/anemia	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	Involves: C57BL/6 # CBA	skin: pigmentation anomalies	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	Involves: C57BL/6 # CBA	embryogenesis: extraembryonic tissue dysmorphology	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	Involves: C57BL/6 # CBA	heart/cardiovascular system: blood circulatory defects	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	growth/weight abnormality: postnatal	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	skeletal: craniofacial defects	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	extremities: digit dysmorphology	53370	IMP	pheno note
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	skeletal: axial defects	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	heart/cardiovascular system: dysmorphology	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	neurological/behavioral: seizures/epilepsy	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	neurological/behavioral: motor capabilities/coordination/movement anomalies	53370	IMP	
MGI:1098280	Crebbp	MGI:1928775	Crebbp<Gt(U-San)112Imeg>	MGI:2158255	Crebbp<+>	Involves: C57BL/6 # CBA	neurological/behavioral: learning/memory impairment	53370	IMP	
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:1926888	Crebbp<tm1Dli>	involves: 129S6/SvEvTac # C57BL/6	survival: embryonic lethality	60630	IMP	
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:1926888	Crebbp<tm1Dli>	involves: 129S6/SvEvTac # C57BL/6	central nervous system: neural tube defects	60630	IMP	
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:2158255	Crebbp<+>	involves: 129S6/SvEvTac # C57BL/6	growth/weight abnormality: postnatal	60630	IMP	
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:2158255	Crebbp<+>	involves: 129S6/SvEvTac # C57BL/6	skeletal: craniofacial defects	60630	IMP	
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:2158255	Crebbp<+>	involves: 129S6/SvEvTac # C57BL/6	immune system: other dysmorphology	60630	IMP	pheno note
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:2158255	Crebbp<+>	involves: 129S6/SvEvTac # C57BL/6	hematology: abnormal red blood cell count/anemia	60630	IMP	
MGI:1098280	Crebbp	MGI:1926888	Crebbp<tm1Dli>	MGI:2158255	Crebbp<+>	involves: 129S6/SvEvTac # C57BL/6	tumors: increased incidence	60630	IMP	
MGI:1098280	Crebbp	MGI:1928768	Crebbp<tm1Rik>	MGI:1928768	Crebbp<tm1Rik>	either: (involves: BALB/c # C57BL/6 # CBA) or (involves: C57BL/6 x CBA)	survival: embryonic lethality	42932	IMP	
MGI:1098280	Crebbp	MGI:1928768	Crebbp<tm1Rik>	MGI:2158255	Crebbp<+>	either: (involves: BALB/c # C57BL/6 # CBA) or (involves: C57BL/6 x CBA)	skeletal: craniofacial defects	42932	IMP	strain note
MGI:1098280	Crebbp	MGI:1928768	Crebbp<tm1Rik>	MGI:2158255	Crebbp<+>	either: (involves: BALB/c # C57BL/6 # CBA) or (involves: C57BL/6 x CBA)	skeletal: axial defects	42932	IMP	
MGI:1098280	Crebbp	MGI:1928768	Crebbp<tm1Rik>	MGI:2158255	Crebbp<+>	either: (involves: BALB/c # C57BL/6 # CBA) or (involves: C57BL/6 x CBA)	growth/weight abnormality: postnatal	42932	IMP	
MGI:1098280	Crebbp	MGI:1928768	Crebbp<tm1Rik>	MGI:2158255	Crebbp<+>	either: (involves: BALB/c # C57BL/6 # CBA) or (involves: C57BL/6 x CBA)	extremities: no defect detected	42932	IMP	
MGI:104686	Crkol	MGI:1931805	Crkol<tm1Imo>	MGI:1931805	Crkol<tm1Imo>	involves: 129S4/SvJaeSor # C57BL/6J	survival: perinatal lethality	67826	IMP
MGI:104686	Crkol	MGI:1931805	Crkol<tm1Imo>	MGI:1931805	Crkol<tm1Imo>	involves: 129S4/SvJaeSor # C57BL/6J	heart/cardiovascular system: dysmorphology	67826	IMP
MGI:104686	Crkol	MGI:1931805	Crkol<tm1Imo>	MGI:1931805	Crkol<tm1Imo>	involves: 129S4/SvJaeSor # C57BL/6J	immune system: other dysmorphology	67826	IMP
MGI:104686	Crkol	MGI:1931805	Crkol<tm1Imo>	MGI:1931805	Crkol<tm1Imo>	involves: 129S4/SvJaeSor # C57BL/6J	endocrine glands: dysmorphology	67826	IMP
MGI:104686	Crkol	MGI:1931805	Crkol<tm1Imo>	MGI:1931805	Crkol<tm1Imo>	involves: 129S4/SvJaeSor # C57BL/6J	skeletal: craniofacial defects	67826	IMP
MGI:88515	Cryaa	MGI:1858023	Cryaa<lop18>	MGI:1858023	Cryaa<lop18>	B6.CBA-Cryaa<lop18>	eye: corneal or lens defect	59482	IMP
MGI:88515	Cryaa	MGI:1858025	Cryaa<tm1Wawr>	MGI:1858025	Cryaatm1<Wawr>	involves: 129/Sv # 129S4/SvJae	eye: corneal or lens defect	38210	IMP
MGI:88515	Cryaa	MGI:1858025	Cryaa<tm1Wawr>	MGI:1858025	Cryaatm1<Wawr>	involves: 129S4/SvJae # C57BL/6 # DBA/2	eye: corneal or lens defect	38210	IMP
MGI:88518	Cryba1	MGI:1857969	Cryba1<Po1>	MGI:1857969	Cryba1<Po1>	C3HeB/FeJ	eye: corneal or lens defect	58912	IMP
MGI:88518	Cryba1	MGI:1857969	Cryba1<Po1>	MGI:2158259	Cryba1<+>	C3HeB/FeJ	eye: corneal or lens defect	58912	IMP
MGI:88519	Crybb2	MGI:2137511	Crybb2<Aey2>	MGI:2158265	Crybb2<+>	C3HeB/FeJ	eye: corneal or lens defect	70508	IMP
MGI:88519	Crybb2	MGI:2137511	Crybb2<Phil>		?	involves: Swiss-Webster	eye: corneal or lens defect	6293	IMP
MGI:88521	Cryga	MGI:1857595	Cryga<1Neu>	MGI:2158269	Cryga<+>	involves: 101 x C3H	eye: corneal or lens defect	21950	IMP
MGI:88522	Crygb	MGI:1857597	Crygb<Cat2-nop>	MGI:1857597	Crygb<Cat2-nop>	Not Specified	eye: corneal or lens defect	7589	IMP
MGI:88522	Crygb	MGI:1857597	Crygb<Cat2-nop>	MGI:2158280	Crygb<+>	Not Specified	eye: corneal or lens defect	7589	IMP
MGI:88524	Crygd	MGI:1858026	Crygd<Lop12>	MGI:2158282	Crygd<+>	((BALB/cJ x SJL/J) x BALB/cJ)	eye: corneal or lens defect	60856	IMP
MGI:88525	Cryge	MGI:1932397	Cryge<Aey1>	MGI:1932397	Cryge<Aey1>	C3HeB/FeJ	eye: dysmorphology	68708	IMP
MGI:88525	Cryge	MGI:1932397	Cryge<Aey1>	MGI:1932397	Cryge<Aey1>	C3HeB/FeJ	eye: corneal or lens defect	68708	IMP
MGI:88525	Cryge	MGI:1932397	Cryge<Aey1>	MGI:2158286	Cryge<+>	C3HeB/FeJ	eye: corneal or lens defect	68708	IMP
MGI:88525	Cryge	MGI:1857599	Cryge<Cat2-Elo>	MGI:2158286	Cryge<+>	involves: C57BL/6	eye: dysmorphology	15383	IMP
MGI:88525	Cryge	MGI:1857599	Cryge<Cat2-Elo>	MGI:2158286	Cryge<+>	involves: C57BL/6	eye: corneal or lens defect	15383	IMP
MGI:88525	Cryge	MGI:1855995	Cryge<Cat2-nz>	MGI:1855995	Cryge<Cat2-nz>	Involves: 101 # C3H # C57BL/6	eye: corneal or lens defect	6686	IMP
MGI:88525	Cryge	MGI:1855995	Cryge<Cat2-nz>	MGI:2158286	Cryge<+>	Involves: 101 # C3H # C57BL/6	eye: corneal or lens defect	6686	IMP
MGI:88525	Cryge	MGI:1857598	Cryge<Cat2-t>	MGI:1857598	Cryge<Cat2-t>	Involves: 101 # C3H # C57BL/6	eye: dysmorphology	9528	IMP
MGI:88525	Cryge	MGI:1857598	Cryge<Cat2-t>	MGI:1857598	Cryge<Cat2-t>	Involves: 101 # C3H # C57BL/6	eye: corneal or lens defect	9528	IMP
MGI:88525	Cryge	MGI:1857598	Cryge<Cat2-t>	MGI:2158286	Cryge<+>	Involves: 101 # C3H # C57BL/6	eye: dysmorphology	9528	IMP
MGI:88525	Cryge	MGI:1857598	Cryge<Cat2-t>	MGI:2158286	Cryge<+>	Involves: 101 # C3H # C57BL/6	eye: corneal or lens defect	9528	IMP
MGI:1298216	Crygs	MGI:1861635	Crygs<Opj>	MGI:1861635	Crygs<Opj>	involves: C3H/HeH # 102/EIH	eye: corneal or lens defect	12623	IMP
MGI:1298216	Crygs	MGI:1861635	Crygs<Opj>	MGI:2158287	Crygs<+>	involves: C3H/HeH # 102/EIH	eye: corneal or lens defect	12623	IMP
MGI:88537	Csk	MGI:1929683	Csk<tm1Sia>	MGI:1929683	Csk<tm1Sia>	involves: C57BL/6 # CBA # BALB/c	survival: embryonic lethality	12623	IMP
MGI:88537	Csk	MGI:1929683	Csk<tm1Sia>	MGI:1929683	Csk<tm1Sia>	involves: C57BL/6 # CBA # BALB/c	central nervous system: neural tube defects	12623	IMP
MGI:88537	Csk	MGI:1929683	Csk<tm1Sia>	MGI:1929683	Csk<tm1Sia>	involves: C57BL/6 # CBA # BALB/c	embryogenesis: developmental patterning abnormalities	12623	IMP
MGI:88537	Csk	MGI:1929683	Csk<tm1Sia>	MGI:1929683	Csk<tm1Sia>	involves: C57BL/6 # CBA # BALB/c	embryogenesis: extraembryonic tissue dysmorphology	12623	IMP	
MGI:88537	Csk	MGI:1929683	Csk<tm1Sia>	MGI:1929683	Csk<tm1Sia>	involves: C57BL/6 # CBA # BALB/c	eye: corneal or lens defect	12623	IMP	
MGI:88537	Csk	MGI:1929683	Csk<tm1Sia>	MGI:1929683	Csk<tm1Sia>	involves: C57BL/6 # CBA # BALB/c	skeletal: craniofacial defects	12623	IMP	
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	survival: embryonic lethality	12622	IMP	strain note
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	central nervous system: neural tube defects	12622	IMP	
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	embryogenesis: developmental patterning abnormalities	12622	IMP	
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	embryogenesis: extraembryonic tissue dysmorphology	12622	IMP	
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	skeletal: craniofacial defects	12622	IMP	
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	heart/cardiovascular system: blood circulatory defects	12622	IMP	
MGI:88537	Csk	MGI:1861914	Csk<tm1Sor>	MGI:1861914	Csk<tm1Sor>	129S7/SvEvBrd # C57BL/6J	embryogenesis: extraembryonic tissue dysmorphology	12622	IMP	
MGI:88537	Csk	MGI:1930554	Csk<tm2Sia>	MGI:1930554	Csk<tm2Sia>	involves: C57BL/6 # CBA # BALB/c	survival: embryonic lethality	12623	IMP	
MGI:88537	Csk	MGI:1930554	Csk<tm2Sia>	MGI:1930554	Csk<tm2Sia>	involves: C57BL/6 # CBA # BALB/c	central nervous system: neural tube defects	12623	IMP	
MGI:88537	Csk	MGI:1930554	Csk<tm2Sia>	MGI:1930554	Csk<tm2Sia>	involves: C57BL/6 # CBA # BALB/c	embryogenesis: developmental patterning abnormalities	12623	IMP	
MGI:88537	Csk	MGI:1930554	Csk<tm2Sia>	MGI:1930554	Csk<tm2Sia>	involves: C57BL/6 # CBA # BALB/c	embryogenesis: extraembryonic tissue dysmorphology	12623	IMP	
MGI:88537	Csk	MGI:1930554	Csk<tm2Sia>	MGI:1930554	Csk<tm2Sia>	involves: C57BL/6 # CBA # BALB/c	eye: corneal or lens defect	12623	IMP	
MGI:88537	Csk	MGI:1930554	Csk<tm2Sia>	MGI:1930554	Csk<tm2Sia>	involves: C57BL/6 # CBA # BALB/c	skeletal: craniofacial defects	12623	IMP	
MGI:102889	Cspg2	MGI:1857689	Cspg2<Tg(Hoxa1)1Chm>	MGI:1857689	Cspg2<Tg(Hoxa1)1Chm>	involves: C57BL/6J # CBA	survival: embryonic lethality	41016	IMP	
MGI:102889	Cspg2	MGI:1857689	Cspg2<Tg(Hoxa1)1Chm>	MGI:1857689	Cspg2<Tg(Hoxa1)1Chm>	involves: C57BL/6J # CBA	heart/cardiovascular system: dysmorphology	41016	IMP	
MGI:88564	Ctsl	MGI:1856878	Ctsl<fs>	MGI:1856878	Ctsl<fs>	involves: C57BL/6 # Unpedigreed stock	survival: postnatal lethality	15332	IMP	
MGI:88564	Ctsl	MGI:1856878	Ctsl<fs>	MGI:1856878	Ctsl<fs>	involves: C57BL/6 # Unpedigreed stock	coat: hair growth defects	15332	IMP	
MGI:88564	Ctsl	MGI:1856878	Ctsl<fs>	MGI:1856878	Ctsl<fs>	involves: C57BL/6 # Unpedigreed stock	vibrissae: shape/orientation defects	15332	IMP	pheno not
MGI:88564	Ctsl	MGI:1889860	Ctsl<nkt>	MGI:1889860	Ctsl<nkt>	either: (Involves: 129S2/SvPas # BALB/c) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # DBA/2)	coat: hair growth defects	54856	IMP	
MGI:88564	Ctsl	MGI:1889860	Ctsl<nkt>	MGI:1889860	Ctsl<nkt>	either: (Involves: 129S2/SvPas # BALB/c) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # DBA/2)	skin: texture/condition anomalies	54856	IMP	
MGI:88564	Ctsl	MGI:1889860	Ctsl<nkt>	MGI:1889860	Ctsl<nkt>	either: (Involves: 129S2/SvPas # BALB/c) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # DBA/2)	survival: postnatal lethality	54856	IMP	
MGI:88564	Ctsl	MGI:1889860	Ctsl<nkt>	MGI:1889860	Ctsl<nkt>	either: (Involves: 129S2/SvPas # BALB/c) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # DBA/2)	growth/weight abnormality: postnatal	54856	IMP	
MGI:88564	Ctsl	MGI:1889860	Ctsl<nkt>	MGI:1889860	Ctsl<nkt>	either: (Involves: 129S2/SvPas # BALB/c) or (involves: 129S2/SvPas # C57BL/6) or (involves: 129S2/SvPas # DBA/2)	immune system: immunodeficiency	54856	IMP	
MGI:88564	Ctsl	MGI:2136432	Ctsl<tm1Cptr>	MGI:2136432	Ctsl<tm1Cptr>	involves: 129P2/OlaHsd # C57BL/6J	coat: hair growth defects	70118	IMP	
MGI:88564	Ctsl	MGI:2136432	Ctsl<tm1Cptr>	MGI:2136432	Ctsl<tm1Cptr>	involves: 129P2/OlaHsd # C57BL/6J	skin: texture/condition anomalies	70118	IMP	
MGI:88564	Ctsl	MGI:2136432	Ctsl<tm1Cptr>	MGI:2136432	Ctsl<tm1Cptr>	involves: 129P2/OlaHsd # C57BL/6J	survival: postnatal lethality	70118	IMP	
MGI:88564	Ctsl	MGI:2136432	Ctsl<tm1Cptr>	MGI:2136432	Ctsl<tm1Cptr>	involves: 129P2/OlaHsd # C57BL/6J	vibrissae: shape/orientation defects	70118	IMP	
MGI:1862038	Cyn	MGI:1862039	Cyn	MGI:2158288	Cyn<+>	involves: C3H/HeN # BALB/c	neurological/behavioral: motor capabilities/coordination/movement anomalies	63816	IMP	
MGI:94864	Dbh	MGI:1857556	Dbh<tm1Rpa>	MGI:1857556	Dbh<tm1Rpa>	either: (129S7/SvEvBrd # C57BL/6J) or 129S7/SvEvBrd # 129/SvCpj	survival: embryonic lethality	24414	IMP	
MGI:94864	Dbh	MGI:1857556	Dbh<tm1Rpa>	MGI:1857556	Dbh<tm1Rpa>	either: (129S7/SvEvBrd # C57BL/6J) or 129S7/SvEvBrd # 129/SvCpj	survival: perinatal lethality	24414	IMP
MGI:94864	Dbh	MGI:1857556	Dbh<tm1Rpa>	MGI:1857556	Dbh<tm1Rpa>	either: (129S7/SvEvBrd # C57BL/6J) or 129S7/SvEvBrd # 129/SvCpj	growth/weight abnormality: postnatal	24414	IMP
MGI:94864	Dbh	MGI:1857556	Dbh<tm1Rpa>	MGI:1857556	Dbh<tm1Rpa>	either: (129S7/SvEvBrd # C57BL/6J) or 129S7/SvEvBrd # 129/SvCpj	eye: dysmorphology	24414	IMP
MGI:94864	Dbh	MGI:1857556	Dbh<tm1Rpa>	MGI:1857556	Dbh<tm1Rpa>	either: (129S7/SvEvBrd # C57BL/6J) or 129S7/SvEvBrd # 129/SvCpj	central nervous system: other dysmorphology	24414	IMP
MGI:94864	Dbh	MGI:1928960	Dbh<tm2(Th)Rpa>	MGI:1928960	Dbh<tm2(Th)Rpa>	Not Specified	growth/weight abnormality: postnatal	30404	IMP
MGI:94864	Dbh	MGI:1928960	Dbh<tm2(Th)Rpa>	MGI:1928960	Dbh<tm2(Th)Rpa>	Not Specified	neurological/behavioral: motor capabilities/coordination/movement anomalies	30404	IMP
MGI:94864	Dbh	MGI:1928960	Dbh<tm2(Th)Rpa>	MGI:1928960	Dbh<tm2(Th)Rpa>	Not Specified	neurological/behavioral: other anomalies	30404	IMP
MGI:94864	Dbh	MGI:1928960	Dbh<tm2(Th)Rpa>	MGI:1928960	Dbh<tm2(Th)Rpa>	Not Specified	survival: postnatal lethality	30404	IMP
MGI:1861991	Dfp2	MGI:1862015	Dfp2	MGI:2158289	Dfp2<+>	involves: C3H/HeN # BALB/c	skin: pigmentation anomalies	63816	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>	MGI:1856328	Dmd<mdx>	C57BL/10ScSn	musculature: physiological defects	28684	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>	MGI:1856328	Dmd<mdx>	C57BL/10ScSn	musculature: muscle dysmorphology	28684	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>	MGI:1856328	Dmd<mdx>	C57BL/10ScSn	neurological/behavioral: motor capabilities/coordination/movement anomalies	28684	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>			C57BL/10ScSn	musculature: physiological defects	28684	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>			C57BL/10ScSn	musculature: muscle dysmorphology	28684	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>			C57BL/10ScSn	neurological/behavioral: motor capabilities/coordination/movement anomalies	28684	IMP
MGI:94909	Dmd	MGI:1856328	Dmd<mdx>	MGI:2152586	Dmd<+>	C57BL/10ScSn	no obvious phenotype: no defect detected	28684	IMP
MGI:99499	Dsg3	MGI:1857386	Dsg3<bal-Pas>	MGI:1857386	Dsg3<bal-Pas>	involves: 129/Sv # 129Sv/pas	coat: hair growth defects	46865	IMP
MGI:99499	Dsg3	MGI:1857386	Dsg3<bal-Pas>	MGI:1857386	Dsg3<bal-Pas>	involves: 129/Sv # 129Sv/pas	skin: texture/condition anomalies	46865	IMP
MGI:99499	Dsg3	MGI:1856692	Dsg3<bal>	MGI:1856692	Dsg3<bal>	C57BL/6J	skin: texture/condition anomalies	42792	IMP
MGI:99499	Dsg3	MGI:1856692	Dsg3<bal>	MGI:1856692	Dsg3<bal>	C57BL/6J	coat: hair growth defects	42792	IMP
MGI:99499	Dsg3	MGI:1856692	Dsg3<bal>	MGI:1856692	Dsg3<bal>	C57BL/6J	growth/weight abnormality: postnatal	42792	IMP
MGI:99499	Dsg3	MGI:1856692	Dsg3<bal>	MGI:1856692	Dsg3<bal>	C57BL/6J	immune system: other functional anomaly	42792	IMP
MGI:99499	Dsg3	MGI:1857388	Dsg3<tm1Stan>	MGI:1857388	Dsg3<tm1Stan>	involves: 129X1/SvJ # C57BL/6J	growth/weight abnormality: postnatal	40804	IMP
MGI:99499	Dsg3	MGI:1857388	Dsg3<tm1Stan>	MGI:1857388	Dsg3<tm1Stan>	involves: 129X1/SvJ # C57BL/6J	skin: texture/condition anomalies	40804	IMP
MGI:99499	Dsg3	MGI:1857388	Dsg3<tm1Stan>	MGI:1857388	Dsg3<tm1Stan>	involves: 129X1/SvJ # C57BL/6J	coat: hair growth defects	40804	IMP
MGI:104627	Dst	MGI:1889074	Dst<dt-33J>	MGI:1889074	Dst<dt-33J>	129S1/Sv	survival: postnatal lethality	61053	IMP
MGI:104627	Dst	MGI:1889074	Dst<dt-33J>	MGI:1889074	Dst<dt-33J>	129S1/Sv	neurological/behavioral: motor capabilities/coordination/movement anomalies	61053	IMP
MGI:104627	Dst	MGI:1889074	Dst<dt-33J>	MGI:1889074	Dst<dt-33J>	129S1/Sv	neurological/behavioral: seizures/epilepsy	61053	IMP
MGI:1349385	Dysf	MGI:1857883	Dysf<im>	MGI:1857883	Dysf<im>	SJL	musculature: physiological defects	67994	IMP
MGI:1861987	Dz	MGI:1862009	Dz	MGI:2158293	Dz<+>	involves: C3H # BALB/c	neurological/behavioral: motor capabilities/coordination/movement anomalies	63816	IMP
MGI:95275	Ebf	MGI:1928729	Ebf<tm1Rug>	MGI:1928729	Ebf<tm1Rug>	involves: 129S2/SvPas	immune system: lymphoid development/ B lymphocyte defects	52607	IMP
MGI:95275	Ebf	MGI:1928729	Ebf<tm1Rug>	MGI:1928729	Ebf<tm1Rug>	involves: 129S2/SvPas	growth/weight abnormality: postnatal	52607	IMP
MGI:1195272	Eda	MGI:1862031	Eda<Ta-40H>	MGI:2158294	Eda<+>	involves: C3H/HeN # BALB/c	coat: color anomalies	63816	IMP
MGI:108429	Edg2	MGI:1931154	Edg2<tm1Jch>	MGI:1931154	Edg2<tm1Jch>	involves:129X1/SvJ # 129S1/Sv	growth/weight abnormality: postnatal	65882	IMP
MGI:108429	Edg2	MGI:1931154	Edg2<tm1Jch>	MGI:1931154	Edg2<tm1Jch>	involves:129X1/SvJ # 129S1/Sv	survival: perinatal lethality	65882	IMP
MGI:108429	Edg2	MGI:1931154	Edg2<tm1Jch>	MGI:1931154	Edg2<tm1Jch>	involves:129X1/SvJ # 129S1/Sv	central nervous system: neural tube defects	65882	IMP
MGI:108429	Edg2	MGI:1931154	Edg2<tm1Jch>	MGI:1931154	Edg2<tm1Jch>	involves:129X1/SvJ # 129S1/Sv	skeletal: craniofacial defects	65882	IMP
MGI:108429	Edg2	MGI:1931154	Edg2<tm1Jch>	MGI:1931154	Edg2<tm1Jch>	involves:129X1/SvJ # 129S1/Sv	neurological/behavioral: sensory capabilities/reflexes/nociception abnormalities	65882	IMP
MGI:1861988	Edy	MGI:1862012	Edy	MGI:2158295	Edy<+>	involves: C3H/HeN x BALB/c	neurological/behavioral: motor capabilities/coordination/movement anomalies	63816	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CF-1	survival: embryonic lethality	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # 129/Sv	survival: embryonic lethality	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	survival: perinatal lethality	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	growth/weight abnormality: postnatal	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	eye: dysmorphology	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	coat: hair texture defects	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	vibrissae: shape/orientation defects	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	digestive system: dysmorphology	26833	IMP
MGI:95294	Egfr	MGI:1856402	Egfr<tm1Mag>	MGI:1856402	Egfr<tm1Mag>	involves: 129S2/SvPas # CD-1	liver/hepatic system: dysmorphology	26833	IMP
